dataset,type,idx,sent_idx,text,label_id
ViHSD,train,135,0,@username 😂,0
ViHSD,train,136,0,Có khả năng tối nay anh bị ngủ ngoài đường :)) tu bi con tờ niu,0
ViHSD,train,137,0,Bùn nhở,0
ViHSD,train,138,0,Pháo thủ toang cmnl @@,0
ViHSD,train,139,0,Bóng khùng bóng điên,1
ViHSD,train,140,0,Làm thêm chục củ mở hòm csgo anh êi :V,0
ViHSD,train,141,0,@username người ư ? sinh vật hạ đẳng chứ ngươi ai lam thế .,2
ViHSD,train,142,0,@username Lãnh với chúng tôi làyy,0
ViHSD,train,143,0,Làm nhẹ 3-0 cho nó ok,0
ViHSD,train,144,0,🙆 🏻 ‍ ♀ ️,0
ViHSD,train,145,0,ặc :),0
ViHSD,train,146,0,Ai xin inb tôi đi,0
ViHSD,train,147,0,"@username lo ở nhà đi ra ngoài tiết diên mày bị mắc bệnh giờ , tui cam đoan là như dị",0
ViHSD,train,148,0,"Nhìn chị @username có duyên hết sức , nói chuyện rất chân thật , mặc dù mỗi lần live chửi rất táo tợn nhưng nghe và nhìn chị ấy rất thánh thiện và chất .",0
ViHSD,train,148,1,Chúc chị luôn vui khoẻ và hp .,0
ViHSD,train,148,2,Mong có dịp sẽ được gặp chị,0
ViHSD,train,149,0,Dễ thương và duyên quá Cô ơi Love Cô .,0
ViHSD,train,150,0,@username tk trẩu,2
ViHSD,train,151,0,nhớ nuôi kiểu tóc này mới đủ combo nhé ae,0
ViHSD,train,152,0,@username,0
ViHSD,train,153,0,@username nói thật mị 🤣,0
ViHSD,train,154,0,1 ng thì giết 1 mạng 1 ng thì feed tụt lol,0
ViHSD,train,155,0,Có pải nổ lực là có được đâu pải có 1 chút gọi là may mắn nữa,0
ViHSD,train,156,0,@username đã xem =))),0
ViHSD,train,157,0,Luôn ủng hộ K-ATM,0
ViHSD,train,158,0,Còn bạn này nữa thầy ơi,0
ViHSD,train,159,0,Giọng cuốn vc,0
ViHSD,train,160,0,@username,0
ViHSD,train,161,0,thế thua gì bác .. k công khai mà cả VN điều biết tên e nó bác nghĩ ngta đón được sao ????,0
ViHSD,train,162,0,Ai ki nghe nói cũng đi ý về,0
ViHSD,train,163,0,"không có thì "" sản xuất "" ra -_-",0
ViHSD,train,164,0,Hợp lí anh ơi,0
ViHSD,train,165,0,Đc anh ui,0
ViHSD,train,166,0,Con người sao lại như vậy ?,0
ViHSD,train,167,0,Bảo dan tri thap thì tự ái :),1
ViHSD,train,168,0,Tại sao phải trả lời thầy,0
ViHSD,train,169,0,Cái trend Nghe có vẻ mãi chúng nó vẫn chưa chán nhỉ,0
ViHSD,train,170,0,Đang lúc dầu sôi lửa bỏng bay kiếm clmn hay gì á rồi đem bênh về đây cho nhà nước nuôi tốn cơm tốn gạo,1
ViHSD,train,171,0,Con nho nay hom truoc chui Ong ba Cha me ca nguoi Vn la minh biet no bi Ma nhap no truoc khi bi chet ..,0
ViHSD,train,171,1,..,0
ViHSD,train,171,2,gao thet kinh hon de truoc khi xuong dia nguc ...,0
ViHSD,train,171,3,🙏 🙏 🙏,0
ViHSD,train,172,0,Anh @username chậm cái con cặc,2
ViHSD,train,173,0,reaction thầy ơi,0
ViHSD,train,174,0,Đoạn đánh răng chiếm quá nhiều thgian :)),0
ViHSD,train,175,0,"Đù dại ghê , bọn đấy ngày nào nó cũng lên Phường xiên cho nó 1 cái , đuợc tiếng luôn , vào khám mấy anh chị cũng thương , xiên hết mọi thằng trên Phường luôn cho nó @username",1
ViHSD,train,176,0,Chị 3 cho e 200 triệu đi làm chymmm đi huhuh,0
ViHSD,train,177,0,Tóm lại là chửi nhau phải có văn hoá 😂 😂 😂 👏 🏻 👏 🏻 e thích page rồi đấy 😂 😂,0
ViHSD,train,178,0,@username :,0
ViHSD,train,179,0,Khi đi nhớ đem theo @username nha thầy :)),0
ViHSD,train,180,0,cái tay cái tay,0
ViHSD,train,181,0,Vẫn có 1 người tặng quà va len thai cho mình mn ạ .,0
ViHSD,train,182,0,Giật cho mất mẹ cả cái mụn ruồi (:,0
ViHSD,train,183,0,Tóm lại là con gái hay trai ... 😶 😶 😶 ... bực mình vl nhìn hoài ko ra 😑 😑,1
ViHSD,train,184,0,@username Cn anh chị ơi cẩn thận nhé ạ,0
ViHSD,train,185,0,Điều kiện hạn chế viruss phát tán có thể là phòng trên 26 độ là cơ bản .,0
ViHSD,train,185,1,Còn mọi thứ điều cis thể .,0
ViHSD,train,185,2,Hãy đọc kĩ những bài nói về viruss corona the trang chính thống nha,0
ViHSD,train,186,0,Bắt được đừng chữa nhốt vào cho chết luôn ... loại này đừng để đẻ trứng !!!,2
ViHSD,train,187,0,Optimusthree với 99% sức mạnh,0
ViHSD,train,188,0,:3,0
ViHSD,train,189,0,Hahahaha,0
ViHSD,train,190,0,"ô thế mọi người k bit ak , @username mắc bệnh từ khi chưa có dịch ak ... ông này mắc loại bệnh còn nguy hiểm hơn Covid 19 ...",0
ViHSD,train,191,0,Đồng bọn nhỏ đó khi zo tù :))),0
ViHSD,train,192,0,@username @username cũng vậy :),0
ViHSD,train,193,0,gáy to thế mi anh,0
ViHSD,train,194,0,@username đi du lịch gặp con gì ngứa ngứa ở biển e đã sợ lắm r sao xuất hiện con này nữa,0
ViHSD,train,195,0,"Học cách kiểm soát bộ não của mình đi , thích thì tiến tới , ghét thì bỏ qua",0
ViHSD,train,196,0,@username ko co cl,1
ViHSD,train,197,0,@username gì trước sau gì chẳng về 1 nhà,0
ViHSD,train,198,0,Tức diêng là idol vẫn còn ngon cơm Tức diêng là mắt thấy tai nghe chứ ko phải nằm chiêm bao,0
ViHSD,train,199,0,Con Thương cô lắm,0
ViHSD,train,200,0,Cực kỳ thu ....,0
ViHSD,train,201,0,Thánh chửi lãnh án,0
ViHSD,train,202,0,xe chở súc vật mong người dân hãy tránh xa ( đề phòng súc vật phóng uế lung tung làm mất vệ sinh ) .,2
ViHSD,train,203,0,À thế bạn ý hát bài j jui có ai giới thiệu cho mình đc ko Lâu jui mình chẳng nghe bài hát mới nào cả,0
ViHSD,train,204,0,"Chúc anh em năm mới vui vẻ , an khang thịnh vượng .",0
ViHSD,train,205,0,Có táo quân thỳ mới là tết chứ,0
ViHSD,train,206,0,"Samsung vẫn đi làm bth nhé , mỗi ngày đi làm là 1 ngày vui 😜 😜 😜 😜",0
ViHSD,train,207,0,Chú trung đầu L chứ chú tí đầu lân clg 🤣,2
ViHSD,train,208,0,"Chi đep qua chi , e thích qua",0
ViHSD,train,209,0,Oh shjt,1
ViHSD,train,210,0,Cáo từ,0
ViHSD,train,211,0,@username toang Kiểu ni còn lâu lắm :((,0
ViHSD,train,212,0,@username sủa dơ,2
ViHSD,train,213,0,Ok trung bảnh,0
ViHSD,train,214,0,:)),0
ViHSD,train,215,0,ad nói phét à bê tông ăn thế nào đc,0
ViHSD,train,216,0,Con thuong co ba,0
ViHSD,train,217,0,Á nhà tiên tri ủng hộ nghị quyết 36 rồi nhé 🤣 🤣 🤣,0
ViHSD,train,218,0,@username bạn ơi cho mình xin ảnh để sống ảo đc k ạ ?,0
ViHSD,train,219,0,Chào nhà báo @username Chào danh hài vũ trụ trần tiger :-),0
ViHSD,train,220,0,Ok đẹp trai :v,0
ViHSD,train,221,0,@username có dùng acc clone đi cmt đâu ... dạo ??,0
ViHSD,train,222,0,ăn bận như cac họ,1
ViHSD,train,223,0,Cực kì thuyết p .....,0
ViHSD,train,224,0,Nhảy thế kia nhỡ may tiếp đất ko chuẩn lại ngã thì sao thôi tôi tớ nhiều cứ bảo 1 thằng ra cõng cho chắc :)),0
ViHSD,train,225,0,reaction thầy ơi,0
ViHSD,train,226,0,Chửi hay lắm ad,0
ViHSD,train,227,0,Chào nhéee,0
ViHSD,train,228,0,@username,0
ViHSD,train,229,0,Đau đầu vl :)),0
ViHSD,train,230,0,Mày nói như lồn Bọn đa cấp nó đóng thuế còn gấp chục lần doanh nghiệp Tao cho thằng thớt ăn lồn không oan chứ thằng bên dưới ?,2
ViHSD,train,231,0,Thế cơ á,0
ViHSD,train,232,0,"Day khong phai la con nguoi nua ,,, tinh tinh tinh ,,",1
ViHSD,train,233,0,tks thầy nha ♥,0
ViHSD,train,234,0,Quá ngu lồn đi =))),1
ViHSD,train,235,0,Fan cô @username đâu taaaa ❤ ️,0
ViHSD,train,236,0,@username gia phú phải không 😂,0
ViHSD,train,237,0,Tình đồng chí thật kiên trung ! Sách lịch sử dạy giặc tra tấn dã man thế nào cũng không mở mồm có #,2
ViHSD,train,238,0,bác dần chớm có tình yêu nước r đấy,0
ViHSD,train,239,0,Toang quá thầy ơiiii :))),0
ViHSD,train,240,0,"Làm cái đéo gì thì làm đừng để ng ta nhắc đến VN là gắn với từ "" ăn cắp "" :))",1
ViHSD,train,241,0,chị ba nói chuyện dễ thương quá,0
ViHSD,train,242,0,.,0
ViHSD,train,243,0,Cả nước đồng lòng riêng em thi ko,0
ViHSD,train,244,0,Còn ngưỡng mộ có ba nhé hihihi,0
ViHSD,train,245,0,Báo công an đi rồi quản lý thị trường hốt em luôn thể .,0
ViHSD,train,246,0,Im mẹ đi thằng mặt lon,2
ViHSD,train,247,0,thằng ad này não bị delay 3 năm à :)),2
ViHSD,train,248,0,🤣 🤣 🤣,0
ViHSD,train,249,0,How to nói đểu vợ :)),0
ViHSD,train,250,0,Mới hả mn 😅,0
ViHSD,train,251,0,"Ad hãy tìm số báo nào của báo quân đội khi viết "" ba-rách ô-ba-ma "" và "" đô-na trăm "" Vãi báo",1
ViHSD,train,252,0,Bọn chó sủa bậy,1
ViHSD,train,253,0,Thì ra thầy đã có tính tấu hài từ lúc làm tuyển thủ chuyên nghiệp,0
ViHSD,train,254,0,Sếp nhà mình cũng thế 🤩,0
ViHSD,train,255,0,bon comcom đơn vị tác chiến điện tử vs nhật ký yêu nước dm chúng mày vào mà đọc tưởng ai cũng như chúng mày hết đấy,2
ViHSD,train,256,0,Các em nầy khi vào báo “ công ngủ ” với ác hồ thì phải chỉa vào mặt ác hồ như thế nầy nè :,2
ViHSD,train,257,0,Giận méo mặt =)),0
ViHSD,train,258,0,MV khá chất lượng,0
ViHSD,train,259,0,Đi làm cũng khổ :((,0
ViHSD,train,260,0,Thầy duo với levi để @username bơ vơ,0
ViHSD,train,261,0,Lại 1 người nữa ra đi,0
ViHSD,train,262,0,Bác ơi chói quá,0
ViHSD,train,263,0,Tự hào quá VN ơi 😂,0
ViHSD,train,264,0,Khổ thân anh độ giải này mà nát mấy ông anti lại um lên cho mà xem ...,0
ViHSD,train,264,1,Rồi team lại đủ thứ buồn .,0
ViHSD,train,264,2,Còn ngày mai nữa mong các anh cố gắng,0
ViHSD,train,265,0,Ai yêu ib nhé,0
ViHSD,train,266,0,@username tạo hình suốt mà giờ mới trend,0
ViHSD,train,267,0,em mê con nhỏ ngoài @username nhưng phải cố gắng nhiều hơn !!!,0
ViHSD,train,268,0,Tại mấy a tàu mà ra,0
ViHSD,train,269,0,Sợ thật ấy :))),0
ViHSD,train,270,0,Xin phép cả nhà nhaaaa !!!,0
ViHSD,train,271,0,"so với "" nghệ thuật sắp đặt "" trị giá 8.100 tỷ vnd của ông @username thì tác phẩm "" trái chuối "" .... rất là chuối !",0
ViHSD,train,272,0,Nước hoa đểu lấy đâu ra xịn :))) Hot girl méo gì nhìn xấu vkl thề :))),2
ViHSD,train,273,0,"@username luôn luôn đi theo cặp nhé , 2 con chồng lên nhau ý",0
ViHSD,train,274,0,@username no no Đg chỉ trích vì tính ích kỷ . K nghĩ cho ngkhac Chứ bả sống thì tốt th chứ có j đâu,0
ViHSD,train,275,0,",..",0
ViHSD,train,276,0,Chúc mừng năm mới,0
ViHSD,train,277,0,Quân tâm ae có link xem chưa bao phê luôn ae ơi,0
ViHSD,train,278,0,Thầy làm gì cũng được đừng ra MV hát là được nha thầy Nói chứ dm mãi yêu thầy,0
ViHSD,train,279,0,cứ như là 1 kịch bản hay cho việc hợp lý hóa xây sân bay long thành !,0
ViHSD,train,280,0,Cổ động viên quảng ninh nhưng rất thích chất cổ động viên hải phòng 💐,0
ViHSD,train,281,0,Đưa ô già đi trốn hợp lý hơn =)),0
ViHSD,train,282,0,@username sau khi thấy vid này ☹ ️,0
ViHSD,train,283,0,Bóng dơ,2
ViHSD,train,284,0,@username có nha em ơi ibx nha,0
ViHSD,train,285,0,Có tiền đi đường quyền =)),0
ViHSD,train,286,0,@username Vừa xog = 1k like :) các bác sống nhanh vl :),1
ViHSD,train,287,0,Tôi nghĩ tiền không làm gì được các ông ạ =)),0
ViHSD,train,288,0,Nhớ đến đấng nha 3 gà 😎 😎,0
ViHSD,train,289,0,Mê cô quá,0
ViHSD,train,290,0,"Vô tình thấy , giống anh quá 🤨",0
ViHSD,train,291,0,@username dư âm từ năm này sang năm khác,0
ViHSD,train,292,0,@username ko cho anh 3 blue và cái kết :)),0
ViHSD,train,293,0,Fan cứng nè,0
ViHSD,train,294,0,"em đây anh ơi , bây giờ em mới nhận ra bên em còn có 1 người anh tuyệt vời như anh anh @username ạ 🥺",0
ViHSD,train,295,0,I love you to ca mo,0
ViHSD,train,296,0,@username nói leo,1
ViHSD,train,297,0,"Pha đánh răng ám ảnh nhất lịch sử điện ảnh , có thể lưu truyền mọi thời đại , là biểu tượng để các diễn viên học tập theo 🤣 🤣 🤣 🤣",0
ViHSD,train,298,0,Đu má tu biên tu diēn luon ...,1
ViHSD,train,299,0,🙃,0
ViHSD,train,300,0,"hoc cc gi` nua ~ , ve san voi ma` kiem an =]] z",1
ViHSD,train,301,0,@username c làm 1 bài review đi c,0
ViHSD,train,302,0,@username thô nhưnh thật quá bác ạ =))),0
ViHSD,train,303,0,@username có thể chiếm đoạt được trái tim của @username nhưng riêng blue của @username thì @username tuổi lol chiếm đoạt được :vv,0
ViHSD,train,304,0,Đúng là chó làm người phải chịu ... haizzz,1
ViHSD,train,305,0,@username crush ưii Anh thích em đó 😶,0
ViHSD,train,306,0,Cô @username nói chuyện thật thà dễ thương quá ✌ ️ ✌ ️ ✌ ️ ✌ ️ ✌ ️,0
ViHSD,train,307,0,Ai biết tên kiểu này là gì không ạ,0
ViHSD,train,308,0,Uống nước là đi tù,1
ViHSD,train,309,0,đéo hiểu kiểu gì,1
ViHSD,train,310,0,e chúc panda của abe iu dấu 20/10 vui vẻ nhé và đừng quên xoá kênh,0
ViHSD,train,311,0,Đờ mờ cuộc sống,1
ViHSD,train,312,0,Phải xử lý hình sự mới sáng mắt ra đc !,0
ViHSD,train,313,0,Dạo này nước mỹ ko dc an toàn Sao không thấy cây súng 🔫 🔫 🔫 của nhà tien tri vậy,0
ViHSD,train,314,0,em về tộc anh r nhưng chưa có fc 🤣,0
ViHSD,train,315,0,khó chịu vãi 😂,0
ViHSD,train,316,0,@username thì như thor luôn,0
ViHSD,train,317,0,Góp vui một tí :3,0
ViHSD,train,318,0,Mọi người xin dành 1 chút thời gian nguyên góp mỗi người 1 like vào ảnh đại diện của tôi được hong :)),0
ViHSD,train,319,0,triệu hồi phúc nghẹo .. trọng lú,2
ViHSD,train,320,0,nói z thôi cho dân chúng bớt xoắn lên nhưng thực chắc cũng đâu vào đấy .,2
ViHSD,train,320,1,nó chơi ngầm thì đố ai biết .,2
ViHSD,train,320,2,cái nhà nước này nó nát bét hết rồi .,2
ViHSD,train,320,3,"các bác đừng có mơ làm nhà nước nữa , từ cấp 3 đã xác định là làm nghề gì mà k liên qua nhà nước rồi , vì tao biết g",2
ViHSD,train,321,0,Thời gian ủ bệnh lên tới 14 ngày khả năng cao vẫn phải cách li theo dõi thêm,0
ViHSD,train,322,0,Mặt độ trông buồn cười vl kiểu con ơi cho bố cầm ms kkk,0
ViHSD,train,323,0,Pha xử lí hay nhất từng xem,0
ViHSD,train,324,0,Thêm quả carô ở trong nữa nhìn chán 😑 😓,0
ViHSD,train,325,0,Bà này đỉnh thật Nữ tướng đáng khâm phục Giá như mà Việt Nam ! Có sự lãnh đạo của bà thay cho NTKN thì hay cho đất nước .,0
ViHSD,train,326,0,dư luận viên vào ẳng nào :v,2
ViHSD,train,327,0,from,0
